3368056,3472222
3576389,3680556
4062500,4166667
4131944,4236111
5694444,5798611
5937500,6041667
6076389,6180556
7083333,7187500
7152778,7256944
7395833,7500000
8194444,8298611
8680556,8784722
9201389,9305556
2430556,2534722
2465278,2569444
2916667,3020833
3298611,3402778
3375000,3479167
3541667,3645833
3854167,3958333
4583333,4687500
5000000,5104167
5180556,5284722
5729167,5833333
7291667,7395833
8097222,8201389
8541667,8645833
9444444,9548611
9652778,9756944
13889,118056
