DATE,HPA,HPD,Cie,Ligne,Esc 1,Immat,Type app,PKG,Remarque,Comment,Terminal
27/02/2020,,13:35,MS,845,,JEK,,W01,,,T1
27/02/2020,,15:43,IK,757,,EGN,,W06B,,,T1
27/02/2020,,15:50,QR,1379,,CZ,,W04,,,T1
27/02/2020,,15:10,RJ,517,,AYS,,W02,,,T1
27/02/2020,,15:44,TU,374,,MW,,W01,,,T1
27/02/2020,,16:45,TK,651,,LOA,,W03B,,,T1
28/02/2020,,2:35,TK,655,,JRD,,W01,,,T1
27/02/2020,,18:00,TU,610,,MO,,W02,,,T1
27/02/2020,,9:20,TO,4680,,VA,,W14,,,T4
27/02/2020,,9:50,VLG,7476,,MKV,,W15,,,T4
27/02/2020,,10:28,AF,1554,,XJ,,W14,,,T4
27/02/2020,,10:14,DTH,3018,,CT,,W27A,,,T4
27/02/2020,,11:52,AF,9454,,HI,,W15,,,T4
27/02/2020,,13:20,LH,1316,,PP,,W14,,,T4
27/02/2020,,13:25,BA,2546,,TE,,W16,,,T4
27/02/2020,,13:40,VLG,7338,,MKO,,W15,,,T4
27/02/2020,,14:48,AF,1854,,HV,,W17,,,T4
27/02/2020,,17:50,AZ,800,,DE,,W13,,,T4
27/02/2020,,18:40,AF,1653,,XT,,W14,,,T4
28/02/2020,,20:33,JAF,2401,,CAO,,W16,,,T4
28/02/2020,,20:15,VLG,7991,,LOC,,W15,,,T4
28/02/2020,,23:00,TO,4800,,VG,,W17,,,T4
28/02/2020,,0:50,AF,1354,,PG,,W15,,,T4
28/02/2020,,0:55,AZ,802,,NB,,W13,,,T4
28/02/2020,,5:15,AZ,803,,NB,,W13,,,T4
28/02/2020,,5:56,AF,1355,,PG,,W15,,,T4
28/02/2020,,8:20,VLG,7396,,KCE,,W14,,,T4
27/02/2020,,9:40,AH,1044,,KS,,W18,,,T4
27/02/2020,,10:45,AH,1000,,JX,,W21,,,T4
27/02/2020,,10:30,AH,1074,,JK,,W25,,,T4
27/02/2020,,9:48,AH,2006,,KC,,W24C,,,T4
27/02/2020,,9:53,AH,1010,,KI,,W17,,,T4
27/02/2020,,11:41,AH,1009,,KH,,W23A,,,T4
27/02/2020,,12:06,AH,1004,,JC,,W20B,,,T4
27/02/2020,,10:18,AH,2024,,KA,,W23C,,,T4
27/02/2020,,11:52,AH,2013,,JU,,W17,,,T4
27/02/2020,,11:10,AH,1025,,KL,,W24A,,,T4
27/02/2020,,13:08,AH,2700,,JV,,W21B,,,T4
27/02/2020,,13:00,AH,1231,,KG,,W18,,,T4
27/02/2020,,14:30,AH,1023,,KK,,W23A,,,T4
27/02/2020,,15:23,AH,1045,,KS,,W22A,,,T4
27/02/2020,,17:20,AH,2007,,KC,,W22C,,,T4
27/02/2020,,15:10,AH,1003,,KG,,W24C,,,T4
27/02/2020,,15:37,AH,1006,,KL,,W24A,,,T4
27/02/2020,,16:44,AH,4065,,JP,,W18,,,T4
27/02/2020,,17:25,AH,2005,,JU,,W16,,,T4
27/02/2020,,17:35,AH,2025,,KA,,W23A,,,T4
27/02/2020,,17:00,AH,1011,,KI,,W15,,,T4
27/02/2020,,17:45,AH,1075,,JK,,W22A,,,T4
27/02/2020,,19:38,AH,2047,,KH,,W17,,,T4
27/02/2020,,18:36,AH,1008,,KQ,,W24C,,,T4
27/02/2020,,16:50,AH,1037,,JN,,W14,,,T4
27/02/2020,,18:28,AH,4017,,KT,,W23C,,,T4
27/02/2020,,20:45,AH,1021,,KK,,W18,,,T4
27/02/2020,,22:49,AH,1005,,JC,,W21B,,,T4
28/02/2020,,20:20,AH,1041,,KS,,W22C,,,T4
28/02/2020,,22:15,AH,1007,,KL,,W22A,,,T4
28/02/2020,,23:00,AH,3018,,KD,,W19,,,T4
28/02/2020,,22:55,AH,1013,,JP,,W24A,,,T4
28/02/2020,,3:30,AH,5327,,KI,,W24C,,,T4
28/02/2020,,7:15,AH,1002,,KL,,W22A,,,T4
28/02/2020,,7:00,AH,4000,,KS,,W22C,,,T4
28/02/2020,,9:15,AH,3019,,KD,,W19,,,T4
28/02/2020,,8:40,AH,4038,,KA,,W23A,,,T4
28/02/2020,,8:55,AH,1022,,KI,,W24C,,,T4
28/02/2020,,8:20,AH,1074,,JR,,W25A,,,T4
28/02/2020,,10:30,AH,1036,,JP,,W24A,,,T4
28/02/2020,,9:15,AH,5011,,KK,,W18,,,T4
28/02/2020,,12:40,DTH,1803,,CD,,W09,,,T1
28/02/2020,,11:00,DTH,2382,,CA,,W08,,,T1
28/02/2020,,18:10,DTH,1841,,CB,,W10C,,,T1
28/02/2020,,16:25,AH,6244,,JQ,,W12,,,T1
28/02/2020,,18:15,AH,6335,,KT,,W08,,,T1
28/02/2020,,18:00,DTH,1900,,CC,,W10A,,,T1
28/02/2020,,18:50,AH,6112,,KQ,,W11A,,,T1
28/02/2020,,18:50,AH,6006,,KO,,W12,,,T1
28/02/2020,,19:00,AH,2026,,KA,,W09,,,T1
29/02/2020,,19:40,DTH,2383,,CA,,W08,,,T1
29/02/2020,,21:55,AH,6245,,JQ,,W10A,,,T1
29/02/2020,,22:00,AH,6106,,KK,,W12,,,T1
29/02/2020,,23:45,AH,6146,,JN,,W09,,,T1
29/02/2020,,5:30,AH,6147,,JN,,W12,,,T1
29/02/2020,,6:55,DTH,2320,,CA,,W08,,,T1
29/02/2020,,7:10,AH,6100,,JQ,,W10A,,,T1
29/02/2020,,7:50,AH,6212,,JM,,W09,,,T1
29/02/2020,,8:30,AH,6040,,JL,,W10C,,,T1
29/02/2020,,8:20,AH,6050,,JN,,W12,,,T1
28/02/2020,,10:52,TK,653,,JVP,,W01,,,T1
28/02/2020,,13:02,RAM,560,,GZ,,W03B,,,T1
28/02/2020,,13:22,MS,845,,GEK,,W01,,,T1
28/02/2020,,15:17,UAE,757,,VJ,,W06,,,T1
28/02/2020,,13:56,TU,338,,MH,,W02,,,T1
28/02/2020,,15:42,QTR,1379,,CI,,W04B,,,T1
28/02/2020,,18:22,TK,651,,JWA,,W03B,,,T1
29/02/2020,,2:00,TK,655,,JCL,,W02,,,T1
28/02/2020,,9:30,VLG,7476,,BD,,W15,,,T4
28/02/2020,,10:39,AF,1554,,XR,,W14,,,T4
28/02/2020,,11:14,ASL,951,,QT,,W15,,,T4
28/02/2020,,12:00,BA,2546,,TU,,W17,,,T4
28/02/2020,,11:50,HZ,800,,NB,,W13,,,T4
28/02/2020,,13:26,LH,1316,,ED,,W25A,,,T4
28/02/2020,,15:55,AF,1854,,PA,,W15,,,T4
28/02/2020,,17:10,DTH,3012,,CF,,W18,,,T4
29/02/2020,,21:15,VLG,7991,,NBK,,W16,,,T4
29/02/2020,,0:15,VLG,7474,,MKV,,W16,,,T4
29/02/2020,,1:28,AF,1354,,XI,,W17,,,T4
29/02/2020,,0:35,AZ,802,,DK,,W13,,,T4
29/02/2020,,6:00,AF,1355,,XI,,W17,,,T4
29/02/2020,,5:22,AZ,803,,DK,,W13,,,T4
29/02/2020,,8:12,VLG,7475,,NGB,,W17,,,T4
29/02/2020,,8:10,VLG,7396,,KCV,,W18,,,T4
28/02/2020,,10:03,AH,2006,,KB,,W25C,,,T4
28/02/2020,,10:05,AH,3016,,RC,,W23C,,,T4
28/02/2020,,9:55,AH,4012,,JX,,W21,,,T4
28/02/2020,,9:30,AH,2702,,JZ,,W20,,,T4
28/02/2020,,10:15,AH,1216,,JN,,W17,,,T4
28/02/2020,,11:00,AH,1000,,JY,,W22B,,,T4
28/02/2020,,11:05,AH,1025,,JU,,W23A,,,T4
28/02/2020,,10:40,AH,2026,,JQ,,W25A,,,T4
28/02/2020,,11:15,AH,1190,,JO,,W19,,,T4
28/02/2020,,11:05,AH,1009,,KQ,,W24C,,,T4
28/02/2020,,10:33,AH,2054,,KS,,W16,,,T4
28/02/2020,,12:03,AH,1004,,JV,,W20,,,T4
28/02/2020,,11:45,AH,4001,,KS,,W24A,,,T4
28/02/2020,,13:43,AH,1231,,KH,,W25C,,,T4
28/02/2020,,14:20,AH,1023,,KI,,W22C,,,T4
28/02/2020,,17:50,AH,1003,,KL,,W22A,,,T4
28/02/2020,,16:00,AH,2005,,TSU,,W23C,,,T4
28/02/2020,,15:33,AH,2007,,KB,,W23A,,,T4
28/02/2020,,14:43,AH,1006,,KF,,W17,,,T4
28/02/2020,,16:30,AH,1037,,JP,,W24A,,,T4
28/02/2020,,15:25,AH,1463,,JCL,,W20,,,T4
28/02/2020,,17:00,AH,1011,,KK,,W24,,,T4
28/02/2020,,16:04,AH,1034,,JAI,,W21,,,T4
28/02/2020,,16:00,AH,2047,,KS,,W16,,,T4
28/02/2020,,18:55,AH,2063,,KE,,W24A,,,T4
28/02/2020,,16:55,AH,1191,,JO,,W25C,,,T4
28/02/2020,,16:50,AH,1217,,JT,,W25A,,,T4
28/02/2020,,18:40,AH,1005,,JV,,W21,,,T4
28/02/2020,,19:28,AH,1021,,KI,,W23A,,,T4
28/02/2020,,19:56,AH,3017,,KC,,W25,,,T4
28/02/2020,,20:33,AH,1215,,KH,,W17,,,T4
29/02/2020,,20:37,AH,5324,,JL,,W22A,,,T4
29/02/2020,,20:20,AH,4003,,JP,,W24A,,,T4
29/02/2020,,20:35,AH,1071,,KD,,W22C,,,T4
29/02/2020,,22:35,AH,4062,,JC,,W20,,,T4
29/02/2020,,22:15,AH,3018,,JV,,W21,,,T4
29/02/2020,,22:15,AH,1075,,JR,,W24C,,,T4
29/02/2020,,22:05,AH,1007,,KF,,W23A,,,T4
29/02/2020,,23:20,AH,1013,,JO,,W23C,,,T4
29/02/2020,,2:45,AH,5323,,KS,,W16,,,T4
29/02/2020,,4:11,AH,2730,,JZ,,W20B,,,T4
29/02/2020,,7:00,AH,4000,,JO,,W23C,,,T4
29/02/2020,,7:03,AH,1002,,KF,,W13A,,,T4
29/02/2020,,6:50,AH,5011,,KH,,W15,,,T4
29/02/2020,,6:40,AH,5319,,KC,,W14,,,T4
29/02/2020,,12:47,AH,3019,,JV,,W21,,,T4
29/02/2020,,9:12,AH,1022,,JP,,W24A,,,T4
29/02/2020,,8:58,AH,1010,,KV,,W22A,,,T4
29/02/2020,,9:38,AH,2028,,KS,,W16,,,T4
29/02/2020,,9:28,AH,1036,,KH,,W15,,,T4
29/02/2020,,9:32,AH,2006,,KC,,W14,,,T4
29/02/2020,,9:05,DTH,1326,,CF,,W11,,,T1
29/02/2020,,10:50,DTH,1840,,CT,,W09,,,T1
29/02/2020,,13:45,DTH,1937,,CD,,W11,,,T1
29/02/2020,,15:35,DTH,2340,,CD,,W08,,,T1
29/02/2020,,17:50,DTH,1905,,CC,,W09,,,T1
29/02/2020,,17:45,DTH,1802,,CD,,W11,,,T1
29/02/2020,,17:55,AH,6025,,JU,,W12,,,T1
29/02/2020,,19:50,AH,6051,,JN,,W08,,,T1
29/02/2020,,19:20,AH,6000,,KQ,,W10A,,,T1
29/02/2020,,22:10,AH,6238,,KP,,W12,,,T1
29/02/2020,,23:55,AH,6146,,JP,,W10C,,,T1
29/02/2020,,23:45,AH,6142,,KT,,W11A,,,T1
29/02/2020,,23:35,AH,6106,,KH,,W09,,,T1
29/02/2020,,23:10,AH,6292,,JR,,W08,,,T1
29/02/2020,,10:48,TK,653,,JHP,,W02,,,T1
29/02/2020,,12:53,AT,560,,GZ,,W03B,,,T1
29/02/2020,,13:47,MS,845,,GEC,,W02,,,T1
29/02/2020,,15:25,UAE,757,,PM,,W06,,,T1
29/02/2020,,14:50,RJA,517,,AYC,,W01,,,T1
29/02/2020,,15:38,QTR,1379,,CP,,W04,,,T1
29/02/2020,,16:25,TK,651,,JOH,,W03B,,,T1
29/02/2020,,9:00,TO,4800,,HD,,W23C,,,T4
29/02/2020,,10:30,AF,1554,,XS,,W17,,,T4
29/02/2020,,11:30,ASL,951,,TD,,W16,,,T4
29/02/2020,,13:02,LH,1316,,UP,,W17,,,T4
29/02/2020,,14:55,AF,1854,,XM,,W17,,,T4
29/02/2020,,17:10,AF,9454,,HE,,W15,,,T4
29/02/2020,,17:40,AZ,800,,DK,,W13,,,T4
29/02/2020,,18:50,AF,1654,,XI,,W17,,,T4
29/02/2020,,20:30,VLG,7991,,UN,,W15,,,T4
29/02/2020,,22:20,VLG,7338,,MKO,,W14,,,T4
29/02/2020,,22:55,VLG,7474,,MKX,,W15,,,T4
29/02/2020,,9:15,AH,1046,,KA,,W22C,,,T4
29/02/2020,,9:23,AH,1040,,KT,,W25C,,,T4
29/02/2020,,10:15,AH,2024,,JK,,W24C,,,T4
29/02/2020,,10:23,AH,2054,,KQ,,W25A,,,T4
29/02/2020,,10:15,AH,1000,,KJ,,W23A,,,T4
29/02/2020,,11:52,AH,1009,,KE,,W15,,,T4
29/02/2020,,11:58,AH,1004,,JB,,W22B,,,T4
29/02/2020,,13:15,AH,4001,,JO,,W14,,,T4
29/02/2020,,12:46,AH,2700,,JZ,,W20,,,T4
29/02/2020,,14:21,AH,1023,,JP,,W15,,,T4
29/02/2020,,14:38,AH,1045,,KA,,W16,,,T4
29/02/2020,,15:15,AH,2007,,KC,,W23A,,,T4
29/02/2020,,16:00,AH,1037,,KH,,W22A,,,T4
29/02/2020,,15:30,AH,1003,,KF,,W15,,,T4
29/02/2020,,15:30,AH,4063,,JC,,W21,,,T4
29/02/2020,,17:14,AH,2025,,JR,,W14,,,T4
29/02/2020,,16:40,AH,1011,,KB,,W22C,,,T4
29/02/2020,,17:30,AH,1012,,JM,,W23C,,,T4
29/02/2020,,18:25,AH,1001,,KL,,W16,,,T4
29/02/2020,,18:06,AH,2047,,KE,,W18,,,T4
29/02/2020,,19:15,AH,4003,,KA,,W14,,,T4
29/02/2020,,19:00,AH,1005,,JB,,W20,,,T4
29/02/2020,,19:33,AH,2029,,KS,,W22C,,,T4
29/02/2020,,19:40,AH,1074,,JV,,W25B,,,T4
29/02/2020,,22:20,AH,1215,,JO,,W23A,,,T4
29/02/2020,,20:45,AH,5010,,JL,,W24A,,,T4
29/02/2020,,23:36,AH,1007,,KF,,W22A,,,T4
